Location	ent_type	context	p_no	LongLabel	Addr_type	Type	StAddr	StName	AddNum	City	Subregion	Region	CntryName	Country	x	y	score	error
London	GPE	of hopelessness. He always felt this, on approaching London.	686	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	I always feel doomed when the train is running into London. I feel such a despair, so hopeless,	691	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	minutes the train was running through the disgrace of outspread London. Everybody in the carriage was on the alert,	697	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	“Do you know London well?”	742	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Bohemia	GPE	,” said Birkin, giving Gerald his credentials for Bohemia.	746	Bohemia, NY, USA	Locality	City				Bohemia	Suffolk County	New York	United States	USA	-73.10128999999995	40.76604000000003	100	
London	GPE	Gerald looked round the room. It was an ordinary London sitting-room in a flat, evidently taken furnished	901	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
West Africa	GPE	there were several negro statues, wood-carvings from West Africa, strange and disturbing, the carved negroes looked almost	901	Westafrika	Locality	Zone									-4.83397999999994	18.31281000000007	90.2	
London	GPE	a large piano. And these, with some ordinary London lodging-house furniture of the better sort, completed	904	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Pietà	GPE	and firm. He was like a Christ in a Pietà. The animal was not there at all, only	947	Pietà, Reġjun tal-Lvant, MLT	Locality	City				Pietà		Reġjun tal-Lvant	Malta	MLT	14.494120000000066	35.89569000000006	100	
Halliday	GPE	. Gerald was on the point of knocking-in Halliday’s face; when he was filled with sudden disgust	986	Halliday, ND, USA	Locality	City				Halliday	Dunn County	North Dakota	United States	USA	-102.33305999999999	47.35520000000008	100	
Derbyshire	GPE	pillars, standing among the softer, greener hills of Derbyshire, not far from Cromford. In front, it	989	Derbyshire, England, GBR	Locality	Zone						England	United Kingdom	GBR	-1.6112499999999272	53.13543000000004	100	
Cromford	GPE	softer, greener hills of Derbyshire, not far from Cromford. In front, it looked over a lawn,	989	Cromford, Derbyshire Dales, Derbyshire, England, GBR	Locality	Village				Derbyshire Dales	Derbyshire	England	United Kingdom	GBR	-1.5609057179999581	53.10815653000003	100	
London	GPE	deal at the house. She had turned away from London, away from Oxford, towards the silence of the	991	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	Hermione’s friends. He had just come down from London, from the House. At once the atmosphere of	1016	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
yeux	GPE	voice. “Bazarov ouvra la porte et jeta les yeux dans la rue.”	1050	Yzeux, Amiens, Somme, Hauts-de-France, FRA	Locality	City				Amiens	Somme	Hauts-de-France	France	FRA	2.108890000000031	49.97472000000005	80	
China	GPE	,” he replied. “One gets more of China, copying this picture, than reading all the books	1094	China	Locality	Country							China	CHN	103.93002703300004	36.567348398000036	100	
Palestra	GPE	you? I wish you would. Anche tu, Palestra, ballerai?—sì, per piacere. You too, Ursula	1106	Palestra, São José do Rio Preto, São Paulo, BRA	Locality	Neighborhood				São José do Rio Preto		São Paulo	Brasil	BRA	-49.42978999999997	-20.803399999999954	100	
London	GPE	“She knew Gudrun in London—that’s the younger one, the one with	1137	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	“London, Paris, Rome—heaven knows. I always	1149	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Paris	GPE	“London, Paris, Rome—heaven knows. I always expect her	1149	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Rome	GPE	“London, Paris, Rome—heaven knows. I always expect her to sheer	1149	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Damascus	GPE	knows. I always expect her to sheer off to Damascus or San Francisco; she’s a bird of paradise	1149	Damascus, SYR	Locality	City				Damascus			Syria	SYR	36.31708000000003	33.51656000000003	100	
San Francisco	GPE	I always expect her to sheer off to Damascus or San Francisco; she’s a bird of paradise. God knows	1149	San Francisco, CA, USA	Locality	City				San Francisco	San Francisco County	California	United States	USA	-122.41965999999996	37.777120000000025	100	
London	GPE	“I knew her in London,” he replied, “in the Algernon Strange	1152	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Constantinople	GPE	sort altogether. They say as he got her from Constantinople.”	1352	Constantinople, Istanbul, TUR	Locality	City				Byzantium		Istanbul	Republic of Turkiye	TUR	28.94966000000005	41.01384000000007	100	
London	GPE	could never tell why Beldover was so utterly different from London and the south, why one’s whole feelings were	1377	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Willey Green	GPE	lived alone in a cottage, in lodgings, in Willey Green. He was a gentleman, and sufficiently well-	1385	Willey Green, Guildford, Surrey, England, GBR	Locality	Village				Guildford	Surrey	England	United Kingdom	GBR	-0.6573583799999483	51.25617299500004	100	
Palmer	GPE	So Gudrun strolled the streets with Palmer, or went to the cinema with him. And	1387	Palmer, MA, USA	Locality	City				Palmer	Hampden County	Massachusetts	United States	USA	-72.32653999999997	42.15773000000007	100	
Sodom	GPE	young men and women. But they are apples of Sodom, as a matter of fact, Dead Sea Fruit	1480	Sodom, Wiltshire, England, GBR	Locality	Village				Sodom	Wiltshire	England	United Kingdom	GBR	-1.9957640589999528	51.53082472500006	100	
Hermione	GPE	. Some strange, dark, convulsive power was in Hermione, fascinating and repelling.	1686	Hermione, 10 Place Saint-Pierre, 87000, Limoges, Haute-Vienne, Nouvelle-Aquitaine, FRA	POI	Clothing Store	10 Place Saint-Pierre	Saint-Pierre	10	Limoges	Haute-Vienne	Nouvelle-Aquitaine	France	FRA	1.260870000000068	45.83069000000006	100	
America	GPE	streamed ashore, clamouring as if they had come from America.	1965	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
Richmond	GPE	“Have you ever been from Westminster Bridge to Richmond on one of the Thames steamers?” she cried	1979	Richmond, CA, USA	Locality	City				Richmond	Contra Costa County	California	United States	USA	-122.34292999999997	37.93784000000005	100	
Arundel	GPE	slightest doubt. But I’ve had a canoe at Arundel, and I assure you I’m perfectly safe.	2028	Arundel, Arun, West Sussex, England, GBR	Locality	City				Arun	West Sussex	England	United Kingdom	GBR	-0.5538483769999516	50.854262481000035	100	
Dalcroze	GPE	“Dalcroze movements,” said Gudrun, suffering tortures of self	2048	Dalcroze, Carrer del Bonaire 43, 25004, Lleida, Catalunya, ESP	POI	School	Carrer del Bonaire 43	Bonaire	43	Lleida	Lleida	Catalunya	Espanya	ESP	0.6240900000000238	41.62018000000006	100	
Tennessee	GPE	“Way down in Tennessee—”	2072	Tennessee, USA	Locality	State or Province						Tennessee	United States	USA	-86.34305117699995	35.84300269700003	100	
toto	GPE	part, certainly. Whether we are that, in toto, I don’t yet know.”	2147	Toto, Nassarawa, NGA	Locality	City				Toto		Nassarawa	Nigeria	NGA	7.072660000000042	8.394640000000038	100	
fleurs du mal	GPE	“You mean we are flowers of dissolution—fleurs du mal? I don’t feel as if I were,	2148	Fleur Du Mal, 175 Mott St, New York, NY, 10012, USA	POI	Clothing Store	175 Mott St	Mott	175	New York	New York County	New York	United States	USA	-73.99613099999993	40.72046800000004	92.18	
fleurs du mal	GPE	fleurs du mal if you like. If we are fleurs du mal, we are not roses of happiness, and there	2154	Fleur Du Mal, 175 Mott St, New York, NY, 10012, USA	POI	Clothing Store	175 Mott St	Mott	175	New York	New York County	New York	United States	USA	-73.99613099999993	40.72046800000004	92.18	
banjoes	GPE	nor there, and there was an unreal noise of banjoes, or suchlike music.	2165	Banjos, Sandhusvej 74, 5000, Odense, Syddanmark, DNK	POI	Grill	Sandhusvej 74	Sandhus	74	Odense	Odense	Syddanmark	Danmark	DNK	10.41551000000004	55.41519000000005	100	
he’ll	GPE	. As for the young man, poor devil—he’ll find his way out quickly instead of slowly. Death	2340	Hell, Putnam Twp, MI, USA	Locality	Village				Putnam Twp	Livingston County	Michigan	United States	USA	-83.98500999999999	42.43485000000004	99.99	
Hamletises	GPE	n’t talk when one is tired and wretched. One Hamletises, and it seems a lie. Only believe me	2353	Hamlets, Jāņa sēta 5, Rīga, 1050, LVA	POI	Performing Arts	Jāņa sēta 5	Jāņa sēta	5	Rīga	Rīga	Rīga	Latvija	LVA	24.110660000000053	56.94795000000005	70	
Thereinto	GPE	as in front of Sappho, the illimitable space. Thereinto goes the journey. Have we not the courage to	2400	The Reino, Talegaon Dabhade, Pune, Maharashtra, 410507, IND	POI	Residential Area				Talegaon Dabhade	Pune	Maharashtra	India	IND	73.68883000000005	18.737810000000025	86.3	
Hermione	GPE	the Great Mother. Did he not know it in Hermione. Hermione, the humble, the subservient, what	2493	Hermione, 10 Place Saint-Pierre, 87000, Limoges, Haute-Vienne, Nouvelle-Aquitaine, FRA	POI	Clothing Store	10 Place Saint-Pierre	Saint-Pierre	10	Limoges	Haute-Vienne	Nouvelle-Aquitaine	France	FRA	1.260870000000068	45.83069000000006	100	
Timor	GPE	“Timor mortis conturbat me,” quoted Birkin, adding—“No,	2549	Timor, New South Wales, AUS	Locality	City				Timor		New South Wales	Australia	AUS	151.08356000000003	-31.747549999999933	100	
St Petersburg	GPE	She had a scheme for going to St Petersburg, where she had a friend who was a sculptor	2635	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
Paris	GPE	to her. She did not want to go to Paris. Paris was dry, and essentially boring. She	2635	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Paris	GPE	. She did not want to go to Paris. Paris was dry, and essentially boring. She would like	2635	Paris, Île-de-France, FRA	Locality	City				Paris	Paris	Île-de-France	France	FRA	2.3616573370000538	48.86369757600005	100	
Rome	GPE	and essentially boring. She would like to go to Rome, Munich, Vienna, or to St Petersburg or	2635	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Munich	GPE	boring. She would like to go to Rome, Munich, Vienna, or to St Petersburg or Moscow.	2635	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
Vienna	GPE	She would like to go to Rome, Munich, Vienna, or to St Petersburg or Moscow. She had	2635	Vienna, AUT	Locality	City				Vienna	Vienna	Vienna	Austria	AUT	16.36842000000007	48.202630000000056	100	
St Petersburg	GPE	go to Rome, Munich, Vienna, or to St Petersburg or Moscow. She had a friend in St Petersburg	2635	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
Moscow	GPE	, Munich, Vienna, or to St Petersburg or Moscow. She had a friend in St Petersburg and a	2635	Moscow, RUS	Locality	City					Moscow	Moscow	Russia	RUS	37.61502000000007	55.75696000000005	100	
St Petersburg	GPE	St Petersburg or Moscow. She had a friend in St Petersburg and a friend in Munich. To each of these	2635	Saint Petersburg, RUS	Locality	City					Saint Petersburg	Saint Petersburg	Russia	RUS	30.30609000000004	59.93319000000008	100	
Munich	GPE	had a friend in St Petersburg and a friend in Munich. To each of these she wrote, asking about	2635	Munich, Bavaria, DEU	Locality	City				Munich	Munich	Bavaria	Federal Republic of Germany	DEU	11.577540000000056	48.13641000000007	100	
London	GPE	become quite the “go’ if she went to London. But she knew London, she wanted something else	2636	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	’ if she went to London. But she knew London, she wanted something else. She had seventy pounds	2636	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Willey Green	GPE	The sisters happened to call in a cottage in Willey Green to buy honey. Mrs Kirk, a stout,	2637	Willey Green, Guildford, Surrey, England, GBR	Locality	Village				Guildford	Surrey	England	United Kingdom	GBR	-0.6573583799999483	51.25617299500004	100	
London	GPE	, well, I suppose you found a difference from London. You like life, and big, grand places	2641	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Odyssey	GPE	army of heroes, or spent his years in wonderful Odyssey. He hated remorselessly the circumstances of his own life	2701	Odyssey, Kuta Utara, Bali, 80365, IDN	POI	Fitness Center				Kuta Utara		Bali	Indonesia	IDN	115.13789000000008	-8.65304999999995	100	
Bonn	GPE	German university. He had spent a certain time at Bonn, at Berlin, and at Frankfurt. There,	2702	Bonn, Nordrhein-Westfalen, DEU	Locality	City				Bonn	Bonn	Nordrhein-Westfalen	Deutschland	DEU	7.101860000000045	50.73242000000005	100	
Berlin	GPE	He had spent a certain time at Bonn, at Berlin, and at Frankfurt. There, a curiosity had	2702	Berlin, DEU	Locality	City				Berlin	Berlin	Berlin	Deutschland	DEU	13.376910000000066	52.51604000000003	100	
Frankfurt	GPE	certain time at Bonn, at Berlin, and at Frankfurt. There, a curiosity had been aroused in his	2702	Frankfurt, Hessen, DEU	Locality	City				Frankfurt am Main	Frankfurt am Main	Hessen	Deutschland	DEU	8.683410000000038	50.11208000000005	100	
London	GPE	over the country. He saw them as he entered London in the train, he saw them at Dover.	2708	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Dover	GPE	entered London in the train, he saw them at Dover. So far his power ramified. He looked at	2708	Dover, Kent, England, GBR	Locality	City				Dover	Kent	England	United Kingdom	GBR	1.3084585650000236	51.12814449600006	100	
Selby	GPE	his power ramified. He looked at Beldover, at Selby, at Whatmore, at Lethley Bank, the great	2708	Selby, North Yorkshire, England, GBR	Locality	City				Selby	North Yorkshire	England	United Kingdom	GBR	-1.0698364669999592	53.78394619300008	100	
India	GPE	the pyre of the husband, like the sati in India? At any rate, let them pay the cost	2744	India	Locality	Country							India	IND	79.44332654800007	23.379379735000043	100	
America	GPE	carried into every mine. New machinery was brought from America, such as the miners had never seen before,	2746	America	Locality	Country							United States	USA	-99.41461918999994	39.39870315600007	100	
London	GPE	in wood and in clay, that the people in London write about in the papers, praising them to the	2766	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Loolie	GPE	“’s a Loolie, ’s a little Loozie! Look at his portrait	2785	Lie Loo, Пионерская улица, Благовещенск, Амурская область, 675000, RUS	POI	Clothing Store	Пионерская улица	Пионерская		Благовещенск	Благовещенск	Амурская область	Russian Federation	RUS	127.53306000000009	50.268440000000055	86.3	
Bismarck	GPE	mais toute la matinée—‘We will do Bismarck this morning!’—Bismarck, Bismarck, toujours Bismarck! C’est un lapin, n’est-	2799	Bismarck, ND, USA	Locality	City				Bismarck	Burleigh County	North Dakota	United States	USA	-100.77968999999996	46.805360000000064	100	
n’est-ce pas	GPE	, Bismarck, toujours Bismarck! C’est un lapin, n’est-ce pas, mademoiselle?”	2799	Estação, Itapipoca, Ceará, BRA	Locality	Neighborhood				Itapipoca		Ceará	Brasil	BRA	-39.58288999999996	-3.495499999999936	80.58	
ce donc que	GPE	de fois je le lui ai demandé, ‘Qu’est ce donc que ce Bismarck, Winifred?’ Mais elle n’a pas	2801	Rue Donck, Laval, QC, H7N 4E7, CAN	StreetName		Rue Donck	Donck		Laval	Laval	Québec	Canada	CAN	-73.68834227591968	45.55609187342169	76.09	
ce Bismarck	GPE	le lui ai demandé, ‘Qu’est ce donc que ce Bismarck, Winifred?’ Mais elle n’a pas voulu me	2801	Rua Bismarck, Parangaba, Fortaleza, Ceará, 60710-110, BRA	StreetName		Rua Bismarck	Bismarck		Fortaleza		Ceará	Brasil	BRA	-38.56749499434112	-3.7817799594323094	97.35	
n’a	GPE	donc que ce Bismarck, Winifred?’ Mais elle n’a pas voulu me le dire. Son Bismarck, c’etait	2801	NA	Locality	Country							Namibia	NAM	17.22149898400005	-22.138976121999974	99.99	
Bismarck	GPE	“Bismarck, is a mystery, Bismarck, c’est un mystère, der Bismarck, er ist	2803	Bismarck, ND, USA	Locality	City				Bismarck	Burleigh County	North Dakota	United States	USA	-100.77968999999996	46.805360000000064	100	
König	GPE	“Doch ist er nicht ein König. Beesmarck, he was not a king, Winifred	2807	Konig, SC, USA	Locality	Village				Konig	Horry County	South Carolina	United States	USA	-78.92177999999996	33.71207000000004	100	
Bismarck	GPE	“Bismarck, Bismarck, you are behaving terribly,” said Winifred in	2841	Bismarck, ND, USA	Locality	City				Bismarck	Burleigh County	North Dakota	United States	USA	-100.77968999999996	46.805360000000064	100	
France	GPE	After his illness Birkin went to the south of France for a time. He did not write, nobody	2891	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
Syria	GPE	“Cybele—curse her! The accursed Syria Dea! Does one begrudge it her? What else	2907	Syria	Locality	Country							Syria	SYR	38.50527333900004	35.01280854600003	100	
England	GPE	“No. I looked at England, and thought I’d done with it.”	2933	England, GBR	Locality	State or Province						England	United Kingdom	GBR	-1.4586284489999457	52.59274188900008	100	
France	GPE	a question of nations,” he said. “France is far worse.”	2936	France	Locality	Country							France	FRA	2.5505399530000545	46.55941704400004	100	
West Africa	GPE	high, a tall, slim, elegant figure from West Africa, in dark wood, glossy and suave. It	3001	Westafrika	Locality	Zone									-4.83397999999994	18.31281000000007	90.2	
the West Africans	GPE	-destructive knowledge, snow-abstract annihilation. Whereas the West Africans, controlled by the burning death-abstraction of the	3004	West African Way, 1405 Jupiter Rd, Plano, TX, 75074, USA	POI	African Food	1405 Jupiter Rd	Jupiter	1405	Plano	Collin County	Texas	United States	USA	-96.68424799999997	33.01870100000008	77.56	
Jerusalem	GPE	, making a great square, and it looked like Jerusalem to his fancy. The world was all strange and	3009	Jerusalem, ISR	Locality	City					Jerusalem	Jerusalem	Israel	ISR	35.21873000000005	31.780030000000068	100	
beck	GPE	daughters dead tomorrow than that they should be at the beck and call of the first man that likes to come	3068	Beck, Walsrode, Niedersachsen, DEU	Locality	District				Walsrode	Heidekreis	Niedersachsen	Deutschland	DEU	9.69509000000005	52.95141000000007	100	
Lloyd Georges	GPE	After all, it is impudence to call them little Lloyd Georges. They are really unknown to us, they are	3158	Georges, Lot-et-Garonne, Nouvelle-Aquitaine, FRA	Locality	City				Georges	Lot-et-Garonne	Nouvelle-Aquitaine	France	FRA	0.5492100000000733	44.57926000000003	83.33	
Thirlbys	GPE	town, he did not want to call on the Thirlbys. He was suspended motionless, in an agony of	3161	Thirlby, Hambleton, North Yorkshire, England, GBR	Locality	Village				Hambleton	North Yorkshire	England	United Kingdom	GBR	-1.2478588839999247	54.25002289400004	87.5	
Heidelberg	GPE	A Jap lived in the same house with me in Heidelberg, and he taught me a little. But I	3201	Heidelberg, Baden-Württemberg, DEU	Locality	City				Heidelberg	Heidelberg	Baden-Württemberg	Deutschland	DEU	8.70798000000002	49.41349000000008	100	
Bokhara	GPE	“It was a caftan in Bokhara,” said Gerald. “I like it.	3271	Bokhara, Sitamarhi, Bihar, IND	Locality	City				Bokhara	Sitamarhi	Bihar	India	IND	85.65994000000006	26.364770000000078	100	
London	GPE	Gudrun was away in London, having a little show of her work, with	3339	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
London	GPE	“Father also has been to London, to be examined by the doctors. It made	3340	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Dresden	GPE	brought me a lovely tropical parrot in faience, of Dresden ware, also a man ploughing, and two mice	3340	Dresden, Sachsen, DEU	Locality	City				Dresden	Dresden	Sachsen	Deutschland	DEU	13.740810000000067	51.053630000000055	100	
Copenhagen	GPE	a stalk, also in faience. The mice were Copenhagen ware. They are the best, but mice do	3340	Copenhagen, Capital, DNK	Locality	City					Copenhagen	Capital	Denmark	DNK	12.567560000000071	55.67567000000008	100	
Winifred	GPE	with complete serenity. And she was really interested in Winifred, she would be quite glad to understand the girl	3343	Winifred, MT, USA	Locality	City				Winifred	Fergus County	Montana	United States	USA	-109.37546999999995	47.55944000000005	100	
Portland	GPE	A presentation bouquet! Who’s coming then?—the Duchess of Portland?”	3368	Portland, OR, USA	Locality	City				Portland	Multnomah County	Oregon	United States	USA	-122.67562999999996	45.511790000000076	100	
London	GPE	“No, I didn’t want to stay in London.” Her voice seemed to imply that she was	3384	London, Greater London, England, GBR	Locality	City				London	Greater London	England	United Kingdom	GBR	-0.12769887399997515	51.507408346000034	100	
Rome	GPE	“Best to dance while Rome burns, since it must burn, don’t you	3487	Rome, ITA	Locality	City				Rome	Rome	Latium	Italie	ITA	12.495650000000069	41.90322000000003	100	
Aix	GPE	“Yes,” said Hermione—“I’ve been away at Aix—”	3559	Aix, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA	Locality	City				Aix	Bouches-du-Rhône	Provence-Alpes-Côte d'Azur	France	FRA	5.449730000000045	43.52830000000006	100	
Christendom	GPE	-talk; he was adept as any fat in Christendom. She became quite stiff, she would not answer	3619	Christendom, Waterford, Kilkenny, IRL	Locality	Village				Waterford		Kilkenny	Ireland	IRL	-7.093738178999956	52.25854011900003	100	
Italy	GPE	is a pioneer. And then I am interested in Italy, in her coming to national consciousness.”	3628	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Italy	GPE	a sort of commercial-industrial consciousness. I hate Italy and her national rant. And I think Barnes is	3629	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Italy	GPE	’s passion, for it is a passion, for Italy, l’Italia—”	3634	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Italy	GPE	“Do you know Italy well?” Ursula asked of Hermione. Hermione hated	3635	Italy	Locality	Country							Italian Republic	ITA	12.833330000000046	42.833330000000046	100	
Florence	GPE	there, with my mother. My mother died in Florence.”	3636	Florence, ITA	Locality	City				Florence	Florence	Toscane	Italie	ITA	11.255010000000027	43.78237000000007	100	
Vieni	GPE	were always the elder, the mother superior. “Vieni dire Buon’ Giorno alla zia. Mi ricordi,	3641	Vieni, Piazza Duomo 16, 95124, Catania, ITA	POI	Pharmacy	Piazza Duomo 16	Duomo	16	Catania	Catania	Sicilia	Italia	ITA	15.086770000000058	37.50257000000005	100	
